id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_bright_way_picking_operations_edit_bright_way_picking_operations_edit,bright_way_picking_operations_edit.bright_way_picking_operations_edit,model_bright_way_picking_operations_edit_bright_way_picking_operations_edit,base.group_user,1,1,1,1
